animal_id,outcome_type
A736626,Return to Owner
A684850,Transfer
A755518,Return to Owner
A762746,Adoption
A755433,Euthanasia
A682949,Died
A718402,Adoption
A674123,Euthanasia
A717289,Transfer
A690871,Transfer
A755147,Transfer
A755954,Euthanasia
A741130,Return to Owner
A759626,Return to Owner
A741807,Transfer
A733126,Euthanasia
A680563,Return to Owner
A765736,Adoption
A536132,Transfer
A669312,Return to Owner
A744411,Return to Owner
A746685,Euthanasia
A727547,Adoption
A742699,Adoption
A757747,Adoption
A756140,Adoption
A689773,Adoption
A682762,Return to Owner
A661336,Adoption
A669525,Euthanasia
A762707,Return to Owner
A698761,Transfer
A667349,Transfer
A673170,Adoption
A734675,Adoption
A692950,Adoption
A682842,Transfer
A712248,Return to Owner
A704989,Transfer
A761711,Adoption
A707620,Transfer
A712009,Transfer
A737109,Transfer
A749256,Euthanasia
A733048,Adoption
A684400,Euthanasia
A632423,Adoption
A686204,Transfer
A707356,Transfer
A686139,Euthanasia
A741814,Adoption
A734505,Transfer
A688366,Adoption
A758127,Adoption
A763817,Adoption
A726910,Adoption
A753331,Transfer
A684589,Adoption
A764464,Adoption
A702228,Return to Owner
A740667,Adoption
A710524,Transfer
A742704,Adoption
A741579,Adoption
A677919,Return to Owner
A683575,Adoption
A672245,Adoption
A711489,Transfer
A677930,Return to Owner
A696015,Adoption
A744301,Adoption
A681794,Transfer
A705647,Return to Owner
A673487,Euthanasia
A719503,Return to Owner
A686877,Return to Owner
A696976,Adoption
A693230,Return to Owner
A706825,Transfer
A686150,Transfer
A695432,Transfer
A749948,Return to Owner
A697105,Adoption
A691218,Return to Owner
A698409,Adoption
A758077,Transfer
A747896,Adoption
A726225,Adoption
A700916,Transfer
A757062,Transfer
A736527,Adoption
A675432,Transfer
A568980,Return to Owner
A693638,Transfer
A677516,Transfer
A758136,Adoption
A748179,Transfer
A685122,Transfer
A764057,Adoption
A686300,Return to Owner
A760012,Transfer
A738283,Return to Owner
A722945,Euthanasia
A695675,Adoption
A681881,Adoption
A743663,Adoption
A709384,Transfer
A626136,Transfer
A690052,Transfer
A745890,Transfer
A662277,Adoption
A711461,Adoption
A739519,Adoption
A570664,Transfer
A764954,Transfer
A752056,Return to Owner
A732567,Transfer
A724158,Transfer
A669154,Return to Owner
A672089,Transfer
A686785,Transfer
A706552,Transfer
A674312,Adoption
A763967,Adoption
A610260,Return to Owner
A696552,Adoption
A754027,Return to Owner
A730617,Adoption
A700792,Return to Owner
A687513,Adoption
A670606,Return to Owner
A684881,Transfer
A756176,Transfer
A688384,Transfer
A682394,Transfer
A714386,Adoption
A676072,Adoption
A730497,Adoption
A693474,Return to Owner
A667044,Adoption
A708707,Transfer
A665469,Adoption
A717685,Adoption
A728938,Adoption
A664196,Adoption
A728527,Return to Owner
A748169,Transfer
A751656,Transfer
A735943,Return to Owner
A702123,Return to Owner
A689077,Transfer
A701851,Transfer
A705723,Adoption
A712959,Transfer
A732462,Adoption
A734810,Transfer
A704465,Euthanasia
A735962,Transfer
A737495,Return to Owner
A705779,Transfer
A747005,Transfer
A680801,Transfer
A490776,Return to Owner
A693546,Adoption
A661384,Return to Owner
A675818,Euthanasia
A665159,Return to Owner
A696135,Adoption
A764803,Return to Owner
A705109,Adoption
A704486,Transfer
A729273,Adoption
A734285,Transfer
A684800,Adoption
A690740,Adoption
A685753,Transfer
A692714,Transfer
A680452,Transfer
A736061,Adoption
A676229,Adoption
A679582,Transfer
A735647,Transfer
A700882,Transfer
A751516,Adoption
A710953,Transfer
A691699,Transfer
A676907,Transfer
A727495,Transfer
A696946,Return to Owner
A759730,Transfer
A689979,Adoption
A763175,Adoption
A728636,Transfer
A672762,Adoption
A453523,Adoption
A614433,Adoption
A761239,Return to Owner
A701218,Adoption
A686082,Adoption
A688964,Adoption
A748131,Adoption
A759638,Transfer
A667307,Return to Owner
A729927,Adoption
A615647,Return to Owner
A723745,Adoption
A671673,Transfer
A731257,Return to Owner
A721495,Return to Owner
A392027,Return to Owner
A670451,Adoption
A722060,Transfer
A367747,Adoption
A761428,Euthanasia
A678318,Transfer
A706064,Adoption
A699553,Adoption
A716144,Return to Owner
A735035,Adoption
A690185,Return to Owner
A692498,Return to Owner
A673325,Transfer
A699503,Transfer
A674520,Transfer
A710308,Return to Owner
A666545,Transfer
A686253,Return to Owner
A728524,Adoption
A688393,Transfer
A733111,Adoption
A721169,Adoption
A728007,Transfer
A684688,Adoption
A698210,Adoption
A706555,Adoption
A758221,Transfer
A665678,Adoption
A761871,Transfer
A689690,Transfer
A666152,Transfer
A709674,Adoption
A699702,Euthanasia
A695881,Transfer
A718941,Return to Owner
A702341,Transfer
A730232,Adoption
A719180,Adoption
A712737,Return to Owner
A741725,Transfer
A707762,Transfer
A753708,Adoption
A746606,Transfer
A733135,Transfer
A744970,Euthanasia
A750028,Transfer
A720172,Adoption
A709651,Adoption
A762867,Return to Owner
A732887,Transfer
A753353,Return to Owner
A751742,Adoption
A718529,Adoption
A674936,Adoption
A741904,Euthanasia
A705447,Euthanasia
A735157,Adoption
A716436,Adoption
A763632,Adoption
A740996,Euthanasia
A755905,Transfer
A676626,Adoption
A736416,Adoption
A759356,Transfer
A720438,Return to Owner
A732418,Euthanasia
A701535,Adoption
A675435,Adoption
A694568,Transfer
A721498,Adoption
A697838,Adoption
A704355,Return to Owner
A751224,Adoption
A741862,Return to Owner
A665687,Adoption
A714717,Transfer
A700076,Transfer
A707991,Transfer
A693557,Adoption
A760820,Transfer
A717945,Transfer
A665578,Transfer
A730881,Euthanasia
A141142,Return to Owner
A758284,Return to Owner
A676212,Transfer
A733902,Adoption
A713223,Transfer
A752540,Adoption
A663588,Adoption
A666989,Transfer
A727866,Adoption
A624931,Return to Owner
A761936,Transfer
A697640,Transfer
A453933,Return to Owner
A652774,Adoption
A711768,Adoption
A699010,Transfer
A707897,Adoption
A734596,Transfer
A688466,Adoption
A714733,Died
A688816,Return to Owner
A689123,Euthanasia
A667160,Transfer
A731922,Euthanasia
A692756,Return to Owner
A717908,Adoption
A696553,Return to Owner
A708963,Adoption
A728239,Return to Owner
A667800,Euthanasia
A759375,Transfer
A706381,Transfer
A731064,Adoption
A756988,Transfer
A742994,Adoption
A727410,Adoption
A675500,Return to Owner
A746129,Adoption
A674026,Return to Owner
A671538,Transfer
A734435,Return to Owner
A724494,Adoption
A747365,Transfer
A675034,Adoption
A757628,Transfer
A746876,Adoption
A685736,Euthanasia
A683090,Adoption
A708550,Euthanasia
A674860,Transfer
A664984,Adoption
A757347,Transfer
A671237,Transfer
A697627,Adoption
A700846,Adoption
A740968,Return to Owner
A743592,Transfer
A687785,Adoption
A740464,Adoption
A707355,Transfer
A675367,Euthanasia
A690197,Adoption
A668841,Adoption
A725416,Transfer
A757856,Disposal
A758106,Adoption
A745902,Return to Owner
A675124,Euthanasia
A746646,Transfer
A723662,Transfer
A727536,Adoption
A664806,Adoption
A691294,Transfer
A715593,Transfer
A670893,Adoption
A748577,Euthanasia
A744295,Return to Owner
A729482,Adoption
A683586,Euthanasia
A708405,Transfer
A720585,Adoption
A732025,Transfer
A463218,Transfer
A758965,Adoption
A589273,Return to Owner
A754453,Transfer
A719811,Adoption
A730006,Adoption
A673422,Euthanasia
A735912,Adoption
A710771,Return to Owner
A730301,Transfer
A753528,Adoption
A723668,Transfer
A725802,Transfer
A681548,Return to Owner
A666852,Euthanasia
A708434,Transfer
A676654,Transfer
A673532,Return to Owner
A669470,Transfer
A759371,Transfer
A651237,Return to Owner
A678428,Euthanasia
A690075,Transfer
A667285,Adoption
A753533,Return to Owner
A699020,Transfer
A596885,Transfer
A754722,Adoption
A687476,Transfer
A667897,Return to Owner
A706804,Transfer
A707788,Adoption
A689821,Return to Owner
A699378,Adoption
A724866,Transfer
A757487,Adoption
A731200,Return to Owner
A728740,Transfer
A688507,Adoption
A691686,Transfer
A712095,Transfer
A743473,Transfer
A698642,Return to Owner
A688720,Adoption
A710196,Euthanasia
A756770,Transfer
A737896,Return to Owner
A741715,Adoption
A672882,Adoption
A711575,Return to Owner
A693742,Transfer
A713450,Return to Owner
A633943,Adoption
A670302,Euthanasia
A755170,Transfer
A745550,Transfer
A683959,Transfer
A723444,Transfer
A680314,Adoption
A724763,Return to Owner
A676919,Transfer
A728642,Transfer
A661808,Transfer
A701646,Transfer
A642924,Adoption
A706398,Adoption
A723087,Euthanasia
A702601,Transfer
A751507,Return to Owner
A751520,Adoption
A505412,Adoption
A721512,Adoption
A754533,Adoption
A695128,Adoption
A760006,Transfer
A737349,Euthanasia
A675719,Adoption
A713445,Return to Owner
A709111,Adoption
A661182,Transfer
A674909,Transfer
A669657,Adoption
A708822,Transfer
A759233,Transfer
A744763,Euthanasia
A710022,Adoption
A689321,Return to Owner
A743564,Adoption
A720154,Transfer
A667825,Transfer
A759587,Adoption
A720435,Transfer
A712060,Transfer
A756814,Return to Owner
A711186,Return to Owner
A693093,Return to Owner
A748238,Transfer
A690408,Transfer
A613821,Adoption
A760514,Transfer
A685593,Transfer
A736737,Adoption
A698640,Transfer
A750704,Transfer
A721331,Adoption
A630262,Return to Owner
A679977,Adoption
A665193,Adoption
A721889,Transfer
A667574,Euthanasia
A714784,Euthanasia
A721910,Euthanasia
A757406,Adoption
A757065,Adoption
A707222,Euthanasia
A674597,Transfer
A672755,Return to Owner
A754996,Adoption
A685784,Adoption
A728498,Adoption
A687365,Transfer
A677575,Adoption
A758392,Euthanasia
A706986,Transfer
A710450,Transfer
A713227,Adoption
A757431,Transfer
A750299,Transfer
A765340,Return to Owner
A728739,Transfer
A713370,Transfer
A759756,Adoption
A670750,Transfer
A696358,Transfer
A747629,Adoption
A735176,Died
A741022,Adoption
A643183,Return to Owner
A741061,Return to Owner
A681382,Adoption
A693297,Adoption
A725290,Transfer
A671549,Return to Owner
A605052,Adoption
A364429,Return to Owner
A669985,Adoption
A625297,Adoption
A678611,Adoption
A749447,Transfer
A691637,Adoption
A708386,Adoption
A694340,Adoption
A755210,Transfer
A719603,Transfer
A678311,Adoption
A758293,Adoption
A660851,Return to Owner
A675235,Adoption
A679775,Return to Owner
A700644,Adoption
A693910,Adoption
A705508,Transfer
A710388,Adoption
A701674,Adoption
A723631,Transfer
A720913,Adoption
A683801,Adoption
A696478,Euthanasia
A711414,Return to Owner
A744522,Transfer
A752490,Transfer
A749590,Adoption
A737236,Adoption
A731406,Adoption
A748378,Euthanasia
A738141,Transfer
A697605,Transfer
A709641,Return to Owner
A616452,Return to Owner
A728453,Transfer
A765289,Transfer
A682004,Adoption
A660750,Transfer
A686693,Adoption
A696560,Adoption
A679046,Transfer
A746854,Adoption
A709750,Adoption
A719475,Euthanasia
A678642,Return to Owner
A692830,Adoption
A692825,Return to Owner
A674282,Adoption
A744515,Adoption
A758859,Return to Owner
A687266,Adoption
A710512,Adoption
A690108,Adoption
A714131,Euthanasia
A701984,Adoption
A729126,Transfer
A759175,Adoption
A677547,Transfer
A746505,Return to Owner
A689918,Transfer
A765501,Adoption
A706508,Died
A686880,Transfer
A757647,Transfer
A686371,Euthanasia
A751990,Adoption
A695038,Transfer
A687173,Transfer
A758198,Adoption
A684740,Transfer
A736691,Adoption
A683529,Adoption
A700826,Transfer
A763244,Adoption
A733170,Adoption
A716850,Transfer
A535277,Return to Owner
A736572,Return to Owner
A720267,Euthanasia
A711331,Adoption
A706901,Transfer
A666549,Adoption
A736045,Return to Owner
A742904,Adoption
A727151,Transfer
A713075,Adoption
A712333,Died
A744306,Transfer
A732874,Adoption
A744365,Adoption
A702772,Transfer
A695006,Transfer
A753460,Return to Owner
A665200,Transfer
A681339,Died
A761833,Disposal
A744238,Adoption
A722548,Adoption
A674790,Adoption
A702235,Return to Owner
A703159,Adoption
A734139,Transfer
A758010,Transfer
A714866,Adoption
A727553,Transfer
A712348,Transfer
A747093,Adoption
A676877,Return to Owner
A720256,Adoption
A672955,Adoption
A737054,Transfer
A760881,Adoption
A709072,Adoption
A744714,Transfer
A705196,Adoption
A689120,Adoption
A694051,Transfer
A763164,Adoption
A763065,Adoption
A758095,Adoption
A704627,Adoption
A709760,Return to Owner
A581189,Transfer
A694028,Euthanasia
A742501,Transfer
A759998,Adoption
A719596,Adoption
A624052,Return to Owner
A728223,Adoption
A715298,Transfer
A726280,Transfer
A734804,Transfer
A738920,Adoption
A738168,Return to Owner
A753134,Transfer
A721769,Transfer
A702300,Return to Owner
A665089,Euthanasia
A678276,Euthanasia
A713095,Transfer
A689336,Adoption
A720626,Return to Owner
A752953,Adoption
A728606,Adoption
A752040,Adoption
A672761,Adoption
A734920,Transfer
A705586,Adoption
A680286,Return to Owner
A730597,Adoption
A677011,Return to Owner
A742978,Transfer
A723140,Transfer
A721193,Return to Owner
A746569,Return to Owner
A685429,Adoption
A729374,Adoption
A761981,Adoption
A675001,Disposal
A703170,Adoption
A625387,Return to Owner
A671317,Return to Owner
A680910,Adoption
A732123,Return to Owner
A732629,Adoption
A731107,Adoption
A685886,Transfer
A682422,Transfer
A693834,Euthanasia
A714280,Adoption
A757246,Adoption
A680413,Adoption
A710057,Adoption
A751385,Adoption
A720643,Return to Owner
A747009,Adoption
A689103,Transfer
A682508,Transfer
A695546,Transfer
A737000,Adoption
A703866,Transfer
A679915,Adoption
A731638,Transfer
A723666,Transfer
A744819,Adoption
A690405,Euthanasia
A670278,Return to Owner
A672217,Transfer
A741821,Return to Owner
A721857,Euthanasia
A743371,Adoption
A720815,Adoption
A714488,Return to Owner
A726309,Adoption
A679586,Adoption
A721643,Adoption
A705947,Return to Owner
A683328,Adoption
A751912,Adoption
A735589,Adoption
A705654,Euthanasia
A722227,Adoption
A692340,Return to Owner
A680122,Adoption
A732024,Adoption
A705732,Transfer
A716373,Adoption
A664432,Transfer
A757598,Return to Owner
A666692,Adoption
A711099,Adoption
A663584,Transfer
A741129,Return to Owner
A742981,Transfer
A678364,Euthanasia
A755662,Adoption
A719294,Transfer
A739337,Transfer
A691342,Adoption
A751685,Adoption
A759664,Transfer
A753501,Euthanasia
A722309,Euthanasia
A759042,Adoption
A702118,Transfer
A664968,Return to Owner
A757382,Transfer
A753239,Transfer
A751331,Adoption
A684417,Adoption
A724949,Adoption
A682549,Transfer
A747690,Transfer
A759440,Adoption
A743205,Return to Owner
A759569,Transfer
A756574,Adoption
A705750,Transfer
A705592,Adoption
A699232,Adoption
A671229,Return to Owner
A714074,Transfer
A683930,Euthanasia
A705453,Adoption
A718612,Adoption
A711940,Adoption
A663863,Adoption
A677711,Transfer
A653745,Return to Owner
A757529,Transfer
A721742,Adoption
A544848,Transfer
A749100,Adoption
A703939,Adoption
A707144,Transfer
A757250,Adoption
A755091,Return to Owner
A682219,Adoption
A735747,Transfer
A703331,Adoption
A690283,Adoption
A683422,Adoption
A689653,Adoption
A671366,Return to Owner
A756146,Transfer
A711779,Adoption
A736845,Euthanasia
A685827,Euthanasia
A760760,Adoption
A750886,Adoption
A718331,Adoption
A674393,Adoption
A719733,Adoption
A719058,Return to Owner
A692201,Transfer
A748171,Adoption
A740231,Adoption
A669245,Transfer
A725079,Return to Owner
A665980,Adoption
A757485,Adoption
A732519,Adoption
A763646,Transfer
A722962,Return to Owner
A737994,Transfer
A701292,Euthanasia
A739140,Adoption
A570007,Return to Owner
A721394,Adoption
A688437,Euthanasia
A745808,Adoption
A732300,Transfer
A733673,Adoption
A700530,Transfer
A719551,Transfer
A717294,Adoption
A670287,Transfer
A743234,Adoption
A704468,Euthanasia
A687038,Return to Owner
A562161,Adoption
A746868,Adoption
A713615,Adoption
A694214,Adoption
A683911,Transfer
A711169,Return to Owner
A669600,Adoption
A727199,Adoption
A727514,Adoption
A702610,Transfer
A665399,Adoption
A723967,Euthanasia
A700774,Transfer
A735459,Adoption
A723829,Euthanasia
A704505,Adoption
A687588,Adoption
A733280,Transfer
A719391,Transfer
A677159,Return to Owner
A667096,Euthanasia
A667431,Adoption
A718091,Adoption
A702452,Transfer
A739423,Adoption
A690988,Died
A744352,Adoption
A725725,Transfer
A695668,Transfer
A687940,Transfer
A658002,Return to Owner
A763940,Adoption
A602465,Return to Owner
A706431,Adoption
A762670,Adoption
A725513,Transfer
A760985,Return to Owner
A701397,Adoption
A691576,Adoption
A720903,Euthanasia
A726069,Adoption
A676600,Return to Owner
A674745,Euthanasia
A743836,Adoption
A667958,Transfer
A704211,Return to Owner
A609641,Return to Owner
A764299,Adoption
A743114,Euthanasia
A713372,Transfer
A656563,Return to Owner
A719735,Adoption
A706985,Transfer
A725128,Adoption
A729636,Transfer
A641748,Transfer
A734368,Return to Owner
A757833,Died
A758220,Adoption
A683484,Return to Owner
A753793,Return to Owner
A725511,Return to Owner
A758685,Transfer
A687172,Transfer
A664522,Transfer
A764585,Return to Owner
A710214,Transfer
A716811,Return to Owner
A709373,Euthanasia
A704354,Transfer
A749284,Adoption
A720201,Adoption
A737137,Adoption
A677194,Adoption
A685531,Adoption
A752918,Adoption
A683462,Transfer
A668829,Return to Owner
A696241,Return to Owner
A707589,Transfer
A683230,Transfer
A705968,Return to Owner
A705816,Euthanasia
A678637,Return to Owner
A747254,Adoption
A693257,Transfer
A690592,Transfer
A755832,Return to Owner
A550246,Return to Owner
A702828,Adoption
A744676,Adoption
A723400,Transfer
A671945,Return to Owner
A724615,Return to Owner
A734496,Transfer
A731675,Transfer
A707739,Adoption
A728055,Adoption
A710765,Return to Owner
A748598,Transfer
A745851,Return to Owner
A675409,Adoption
A679317,Adoption
A695718,Transfer
A728953,Adoption
A754848,Adoption
A695471,Transfer
A680425,Transfer
A703373,Return to Owner
A675239,Adoption
A502862,Return to Owner
A717961,Transfer
A685262,Adoption
A735220,Adoption
A714459,Return to Owner
A676634,Transfer
A684709,Transfer
A743603,Transfer
A697161,Adoption
A693165,Euthanasia
A741483,Return to Owner
A762001,Adoption
A695919,Adoption
A708067,Transfer
A745471,Transfer
A734937,Transfer
A677312,Adoption
A693895,Return to Owner
A728553,Transfer
A722242,Transfer
A704518,Adoption
A719845,Return to Owner
A665482,Transfer
A658404,Adoption
A676008,Transfer
A754957,Adoption
A758864,Adoption
A761548,Transfer
A746758,Transfer
A716530,Transfer
A709657,Return to Owner
A664542,Adoption
A724650,Adoption
A693387,Died
A714756,Transfer
A756853,Adoption
A704582,Transfer
A730596,Return to Owner
A698354,Euthanasia
A734296,Transfer
A744584,Adoption
A753513,Adoption
A738145,Adoption
A713770,Adoption
A746724,Adoption
A731879,Return to Owner
A746413,Return to Owner
A713125,Transfer
A727060,Adoption
